theta_deg,phi_deg,dir_julia_imp_dBi,in_target
1.5,7.499999999999999,19.69801675287404,false
1.5,22.5,19.697179122032047,false
1.5,37.49999999999999,19.695155785955585,false
1.5,52.5,19.692404954725426,false
1.5,67.5,19.689666302215457,false
1.5,82.5,19.68776024971033,false
1.5,97.49999999999999,19.68728155446734,false
1.5,112.49999999999999,19.68835583992717,false
1.5,127.49999999999999,19.690608560005586,false
1.5,142.5,19.693352123376062,false
1.5,157.5,19.695854123850722,false
1.5,172.49999999999997,19.6975307895977,false
1.5,187.5,19.69801675287404,false
1.5,202.49999999999997,19.69717912203205,false
1.5,217.49999999999997,19.695155785955595,false
1.5,232.5,19.69240495472544,false
1.5,247.49999999999997,19.689666302215464,false
1.5,262.49999999999994,19.687760249710326,false
1.5,277.5,19.687281554467347,false
1.5,292.5,19.68835583992717,false
1.5,307.49999999999994,19.690608560005582,false
1.5,322.5,19.69335212337606,false
1.5,337.5,19.695854123850726,false
1.5,352.49999999999994,19.697530789597685,false
4.5,7.499999999999999,18.492864760052953,false
4.5,22.5,18.493855045943505,false
4.5,37.49999999999999,18.483162909167593,false
4.5,52.5,18.456328010689138,false
4.5,67.5,18.420714282961384,false
4.5,82.5,18.39342484699419,false
4.5,97.49999999999999,18.38920100983883,false
4.5,112.49999999999999,18.40895388771682,false
4.5,127.49999999999999,18.439728039191387,false
4.5,142.5,18.465923142571373,false
4.5,157.5,18.480813718166647,false
4.5,172.49999999999997,18.487999784068,false
4.5,187.5,18.492864760052953,false
4.5,202.49999999999997,18.493855045943512,false
4.5,217.49999999999997,18.483162909167596,false
4.5,232.5,18.45632801068914,false
4.5,247.49999999999997,18.420714282961384,false
4.5,262.49999999999994,18.39342484699419,false
4.5,277.5,18.38920100983882,false
4.5,292.5,18.408953887716812,false
4.5,307.49999999999994,18.439728039191387,false
4.5,322.5,18.46592314257137,false
4.5,337.5,18.48081371816664,false
4.5,352.49999999999994,18.48799978406801,false
7.499999999999999,7.499999999999999,15.877436442858635,false
7.499999999999999,22.5,15.940672291918679,false
7.499999999999999,37.49999999999999,15.964049572512902,false
7.499999999999999,52.5,15.875352460649413,false
7.499999999999999,67.5,15.698578710593116,false
7.499999999999999,82.5,15.54924980141278,false
7.499999999999999,97.49999999999999,15.538134590658768,false
7.499999999999999,112.49999999999999,15.66637058865015,false
7.499999999999999,127.49999999999999,15.826731430075643,false
7.499999999999999,142.5,15.90953358924881,false
7.499999999999999,157.5,15.896560220219936,false
7.499999999999999,172.49999999999997,15.860311136090726,false
7.499999999999999,187.5,15.877436442858636,false
7.499999999999999,202.49999999999997,15.940672291918688,false
7.499999999999999,217.49999999999997,15.964049572512891,false
7.499999999999999,232.5,15.875352460649413,false
7.499999999999999,247.49999999999997,15.698578710593118,false
7.499999999999999,262.49999999999994,15.549249801412781,false
7.499999999999999,277.5,15.53813459065877,false
7.499999999999999,292.5,15.666370588650144,false
7.499999999999999,307.49999999999994,15.826731430075638,false
7.499999999999999,322.5,15.909533589248817,false
7.499999999999999,337.5,15.896560220219936,false
7.499999999999999,352.49999999999994,15.860311136090724,false
10.499999999999998,7.499999999999999,11.19669522941468,false
10.499999999999998,22.5,11.61045244002314,false
10.499999999999998,37.49999999999999,11.899338299891333,false
10.499999999999998,52.5,11.664759636286126,false
10.499999999999998,67.5,10.951823441979641,false
10.499999999999998,82.5,10.282191644211307,false
10.499999999999998,97.49999999999999,10.263632643764197,false
10.499999999999998,112.49999999999999,10.892432985111572,false
10.499999999999998,127.49999999999999,11.56176335212377,false
10.499999999999998,142.5,11.765791226420612,false
10.499999999999998,157.5,11.486815842387408,false
10.499999999999998,172.49999999999997,11.144274412934571,false
10.499999999999998,187.5,11.196695229414672,false
10.499999999999998,202.49999999999997,11.61045244002313,false
10.499999999999998,217.49999999999997,11.899338299891323,false
10.499999999999998,232.5,11.664759636286128,false
10.499999999999998,247.49999999999997,10.95182344197964,false
10.499999999999998,262.49999999999994,10.282191644211311,false
10.499999999999998,277.5,10.263632643764197,false
10.499999999999998,292.5,10.89243298511157,false
10.499999999999998,307.49999999999994,11.56176335212377,false
10.499999999999998,322.5,11.765791226420612,false
10.499999999999998,337.5,11.486815842387415,false
10.499999999999998,352.49999999999994,11.14427441293457,false
13.5,7.499999999999999,1.7000677929991461,false
13.5,22.5,4.114330940860651,false
13.5,37.49999999999999,5.744094654468955,false
13.5,52.5,5.103198681387492,false
13.5,67.5,1.9531018089492012,false
13.5,82.5,-2.1993404437140036,false
13.5,97.49999999999999,-2.2027104713070615,false
13.5,112.49999999999999,1.8867884209688015,false
13.5,127.49999999999999,4.918113180794796,false
13.5,142.5,5.4231249697570085,false
13.5,157.5,3.703857970679507,false
13.5,172.49999999999997,1.4653123723915507,false
13.5,187.5,1.7000677929991248,false
13.5,202.49999999999997,4.114330940860635,false
13.5,217.49999999999997,5.744094654468949,false
13.5,232.5,5.103198681387491,false
13.5,247.49999999999997,1.9531018089492278,false
13.5,262.49999999999994,-2.1993404437139805,false
13.5,277.5,-2.2027104713070536,false
13.5,292.5,1.886788420968799,false
13.5,307.49999999999994,4.918113180794792,false
13.5,322.5,5.423124969757019,false
13.5,337.5,3.703857970679506,false
13.5,352.49999999999994,1.4653123723915515,false
16.499999999999996,7.499999999999999,-2.9936222044797405,false
16.499999999999996,22.5,-12.952977397788645,false
16.499999999999996,37.49999999999999,-3.999610125638104,false
16.499999999999996,52.5,-6.455388967205241,false
16.499999999999996,67.5,-8.508793610174187,false
16.499999999999996,82.5,0.5752614150154843,false
16.499999999999996,97.49999999999999,0.46449538815211416,false
16.499999999999996,112.49999999999999,-9.089028363012671,false
16.499999999999996,127.49999999999999,-6.69985088768472,false
16.499999999999996,142.5,-4.965722070018685,false
16.499999999999996,157.5,-13.873138937715233,false
16.499999999999996,172.49999999999997,-2.6520839106816934,false
16.499999999999996,187.5,-2.9936222044797023,false
16.499999999999996,202.49999999999997,-12.952977397788757,false
16.499999999999996,217.49999999999997,-3.9996101256381116,false
16.499999999999996,232.5,-6.4553889672052005,false
16.499999999999996,247.49999999999997,-8.508793610174273,false
16.499999999999996,262.49999999999994,0.5752614150154717,false
16.499999999999996,277.5,0.46449538815210634,false
16.499999999999996,292.5,-9.08902836301264,false
16.499999999999996,307.49999999999994,-6.6998508876847325,false
16.499999999999996,322.5,-4.965722070018671,false
16.499999999999996,337.5,-13.873138937715254,false
16.499999999999996,352.49999999999994,-2.6520839106816787,false
19.5,7.499999999999999,4.487439257958712,false
19.5,22.5,-1.7059566248912073,false
19.5,37.49999999999999,-22.357344152103927,false
19.5,52.5,-16.764624641822618,false
19.5,67.5,1.0487804329427097,false
19.5,82.5,5.789784416374659,false
19.5,97.49999999999999,5.679623796744634,false
19.5,112.49999999999999,0.6189777418666212,false
19.5,127.49999999999999,-18.81015697588979,false
19.5,142.5,-24.13806967060516,false
19.5,157.5,-0.9495341434419544,false
19.5,172.49999999999997,4.6815821941579285,false
19.5,187.5,4.487439257958717,false
19.5,202.49999999999997,-1.7059566248911815,false
19.5,217.49999999999997,-22.35734415210418,false
19.5,232.5,-16.76462464182271,false
19.5,247.49999999999997,1.048780432942694,false
19.5,262.49999999999994,5.789784416374665,false
19.5,277.5,5.679623796744629,false
19.5,292.5,0.6189777418666212,false
19.5,307.49999999999994,-18.810156975889722,false
19.5,322.5,-24.13806967060522,false
19.5,337.5,-0.9495341434419645,false
19.5,352.49999999999994,4.681582194157928,false
22.5,7.499999999999999,5.469039552649109,false
22.5,22.5,-0.07105873386795465,false
22.5,37.49999999999999,-24.432011909392873,false
22.5,52.5,-13.590318204232865,false
22.5,67.5,1.7553341607644277,false
22.5,82.5,5.871873123240699,false
22.5,97.49999999999999,5.747740041172305,false
22.5,112.49999999999999,1.209399255641855,false
22.5,127.49999999999999,-16.88888533605418,false
22.5,142.5,-21.86126678660792,false
22.5,157.5,0.5403434796495024,false
22.5,172.49999999999997,5.645724876623031,false
22.5,187.5,5.469039552649118,false
22.5,202.49999999999997,-0.07105873386792035,false
22.5,217.49999999999997,-24.432011909393005,false
22.5,232.5,-13.590318204232945,false
22.5,247.49999999999997,1.7553341607643993,false
22.5,262.49999999999994,5.871873123240684,false
22.5,277.5,5.747740041172296,false
22.5,292.5,1.2093992556418571,false
22.5,307.49999999999994,-16.888885336054095,false
22.5,322.5,-21.861266786607978,false
22.5,337.5,0.540343479649487,false
22.5,352.49999999999994,5.645724876623025,false
25.499999999999996,7.499999999999999,3.4806290579497743,false
25.499999999999996,22.5,-2.084132993180704,false
25.499999999999996,37.49999999999999,-18.460471061961275,false
25.499999999999996,52.5,-20.785508133608687,false
25.499999999999996,67.5,-0.7326195609551184,false
25.499999999999996,82.5,2.782374432911243,false
25.499999999999996,97.49999999999999,2.6619926460500825,false
25.499999999999996,112.49999999999999,-1.4465981445597644,false
