theta_deg,phi_deg,dir_bempp_imp_dBi
0.5,2.5,17.875215175861406
0.5,7.499999999999999,17.877277083459703
0.5,12.5,17.87654215094592
0.5,17.5,17.873018518321103
0.5,22.5,17.866734055960357
0.5,27.5,17.85773607501437
0.5,32.5,17.846090933452402
0.5,37.5,17.831883544624695
0.5,42.49999999999999,17.81521679463402
0.5,47.5,17.796210873949516
0.5,52.5,17.7750025276177
0.5,57.5,17.75174422718417
0.5,62.49999999999999,17.726603266104945
0.5,67.5,17.69976077907907
0.5,72.5,17.6714106844633
0.5,77.5,17.641758547833238
0.5,82.5,17.61102036393321
0.5,87.5,17.579421253811557
0.5,92.5,17.54719407396128
0.5,97.5,17.51457793486025
0.5,102.5,17.481816627487653
0.5,107.49999999999999,17.44915695821509
0.5,112.5,17.416846994922533
0.5,117.5,17.38513423022106
0.5,122.49999999999999,17.354263671180533
0.5,127.50000000000001,17.324475868816215
0.5,132.5,17.296004904602295
0.5,137.5,17.26907635523275
0.5,142.5,17.24390526050296
0.5,147.49999999999997,17.220694122296567
0.5,152.5,17.199630964998153
0.5,157.5,17.180887489018268
0.5,162.5,17.164617349360967
0.5,167.5,17.15095459020388
0.5,172.5,17.14001226428532
0.5,177.5,17.131881262571408
0.5,182.5,17.126629375355826
0.5,187.5,17.124300600833237
0.5,192.49999999999997,17.124914711551806
0.5,197.5,17.12846708328031
0.5,202.5,17.134928785024
0.5,207.5,17.144246923474334
0.5,212.5,17.156345230328938
0.5,217.5,17.171124876860603
0.5,222.5,17.18846549697337
0.5,227.5,17.208226397809444
0.5,232.5,17.23024793574523
0.5,237.49999999999997,17.254353035250354
0.5,242.49999999999997,17.2803488284488
0.5,247.49999999999997,17.308028394142053
0.5,252.50000000000003,17.337172576347502
0.5,257.5,17.367551863882976
0.5,262.5,17.398928314025547
0.5,267.5,17.43105750465055
0.5,272.5,17.463690500420583
0.5,277.5,17.496575819487763
0.5,282.5,17.52946138778794
0.5,287.5,17.562096468369173
0.5,292.5,17.594233553370135
0.5,297.5,17.625630206325773
0.5,302.5,17.656050842521555
0.5,307.5,17.685268435232494
0.5,312.5,17.713066135952733
0.5,317.5,17.73923879720854
0.5,322.5,17.763594387294933
0.5,327.5,17.785955287299313
0.5,332.5,17.806159462066645
0.5,337.5,17.82406149828671
0.5,342.49999999999994,17.8395335045936
0.5,347.5,17.85246587039503
0.5,352.5,17.862767882019156
0.5,357.5,17.870368196601618
1.5000000000000002,2.5,18.454582472306043
1.5000000000000002,7.499999999999999,18.459527748734853
1.5000000000000002,12.5,18.45637159865977
1.5000000000000002,17.5,18.445176555632802
1.5000000000000002,22.5,18.42605541529646
1.5000000000000002,27.5,18.399168767835153
1.5000000000000002,32.5,18.364722473525383
1.5000000000000002,37.5,18.32296516167869
1.5000000000000002,42.49999999999999,18.27418582561359
1.5000000000000002,47.5,18.218711578518644
1.5000000000000002,52.5,18.156905626820738
1.5000000000000002,57.5,18.08916550813433
1.5000000000000002,62.49999999999999,18.015921628893988
1.5000000000000002,67.5,17.937636121103093
1.5000000000000002,72.5,17.854802017146284
1.5000000000000002,77.5,17.767942715628063
1.5000000000000002,82.5,17.677611679736284
1.5000000000000002,87.5,17.584392273651112
1.5000000000000002,92.5,17.48889760406056
1.5000000000000002,97.5,17.391770196018154
1.5000000000000002,102.5,17.293681299233793
1.5000000000000002,107.49999999999999,17.195329597094133
1.5000000000000002,112.5,17.097439081086506
1.5000000000000002,117.5,17.000755862237686
1.5000000000000002,122.49999999999999,16.90604372196576
1.5000000000000002,127.50000000000001,16.81407825892032
1.5000000000000002,132.5,16.725639565175683
1.5000000000000002,137.5,16.641503461089833
1.5000000000000002,142.5,16.562431427025565
1.5000000000000002,147.49999999999997,16.48915948325094
1.5000000000000002,152.5,16.42238637619062
1.5000000000000002,157.5,16.362761518542236
1.5000000000000002,162.5,16.31087319195062
1.5000000000000002,167.5,16.26723754534497
1.5000000000000002,172.5,16.232288904481933
1.5000000000000002,177.5,16.206371847890363
1.5000000000000002,182.5,16.189735405306433
1.5000000000000002,187.5,16.18252960543111
1.5000000000000002,192.49999999999997,16.1848044526965
1.5000000000000002,197.5,16.196511262077106
1.5000000000000002,202.5,16.217506141510114
1.5000000000000002,207.5,16.247555296293097
1.5000000000000002,212.5,16.28634174884486
1.5000000000000002,217.5,16.333473026139302
1.5000000000000002,222.5,16.388489366979055
1.5000000000000002,227.5,16.45087203864916
1.5000000000000002,232.5,16.52005142029906
1.5000000000000002,237.49999999999997,16.59541459904757
1.5000000000000002,242.49999999999997,16.676312323502746
1.5000000000000002,247.49999999999997,16.762065257454232
1.5000000000000002,252.50000000000003,16.851969564472597
1.5000000000000002,257.5,16.945301924641704
1.5000000000000002,262.5,17.041324132831427
1.5000000000000002,267.5,17.139287451717088
1.5000000000000002,272.5,17.238436892727794
1.5000000000000002,277.5,17.338015577089752
1.5000000000000002,282.5,17.437269291684583
1.5000000000000002,287.5,17.535451306216473
1.5000000000000002,292.5,17.631827465239432
1.5000000000000002,297.5,17.725681516776564
1.5000000000000002,302.5,17.81632059364324
1.5000000000000002,307.5,17.903080728072425
1.5000000000000002,312.5,17.985332257333443
1.5000000000000002,317.5,18.062484968755967
1.5000000000000002,322.5,18.133992836545424
1.5000000000000002,327.5,18.199358218442015
1.5000000000000002,332.5,18.258135405191776
1.5000000000000002,337.5,18.309933446975062
1.5000000000000002,342.49999999999994,18.354418215212604
1.5000000000000002,347.5,18.39131369250891
1.5000000000000002,352.5,18.420402515284813
1.5000000000000002,357.5,18.441525820882546
