theta_deg,dir_bempp_imp_dBi
0.5,20.134150820839377
0.5,20.13415265430978
1.5000000000000002,19.994359572332225
1.5000000000000002,19.994380928639302
2.5,19.712204525140454
2.5,19.71226735269831
3.5,19.282294478165586
3.5,19.28242236896436
4.5,18.69587277234707
4.5,18.696091937407807
5.5,17.94018382595616
5.5,17.939843181328737
6.5,16.995111509044435
6.5,16.995609933214585
7.499999999999999,15.83372725005379
7.499999999999999,15.834429309469613
8.5,14.4137350095448
8.5,14.414702300913817
9.5,12.669224840729301
9.5,12.670546872162562
10.5,10.490886435112966
10.5,10.489065122901541
11.5,7.666890463725982
11.5,7.664298270043334
12.5,3.724671007461444
12.5,3.72868522109554
13.5,-2.8397838073691544
13.5,-2.8317848029767716
14.500000000000002,-39.837954972420185
14.500000000000002,-40.28881524812426
15.5,-3.805085892494262
15.5,-3.811354294716756
16.5,1.4043323700524262
16.5,1.4019931318149246
17.5,4.0565526354116725
17.5,4.057299621003549
18.5,5.590696561220212
18.5,5.591006550265563
19.5,6.450932045613814
19.5,6.4521448798648215
20.5,6.829011069167836
20.5,6.831121204518183
21.5,6.816560440673591
21.5,6.819654697354363
22.5,6.458966612904309
22.5,6.454713563769316
23.5,5.751125259153227
23.5,5.756825946753477
24.5,4.682863176562179
24.5,4.690480778270987
25.5,3.187723672293374
25.5,3.198055980022094
26.5,1.1359414670580972
26.5,1.1504773975377798
27.5,-1.7301977741748054
27.5,-1.7521964530851788
28.500000000000004,-6.209247524402671
28.500000000000004,-6.170182498438308
29.500000000000004,-15.518499207922812
29.500000000000004,-15.399966303389236
30.5,-17.20406995566355
30.5,-17.354631512533174
31.5,-7.588866687075023
31.5,-7.638972466897557
32.5,-3.552756081026576
32.5,-3.584103808005372
33.5,-1.2003675296375007
33.5,-1.1769694813106601
34.5,0.3476488553523627
34.5,0.32868466417789505
35.5,1.3278777981176901
35.5,1.3117868020250925
36.5,1.9109840316495066
36.5,1.8969595652786755
37.5,2.1762380508964814
37.5,2.1638361420157377
38.5,2.156721358423415
38.5,2.1677356069327764
39.5,1.9080274779585942
39.5,1.8983121409509986
40.5,1.4037670647507547
40.5,1.3953901847910213
41.5,0.6469835783174637
41.5,0.6401282314370383
42.5,-0.3873062039677706
42.5,-0.3922581202618296
43.5,-1.7508876623443084
43.5,-1.7485475079583324
44.5,-3.5266576849336513
44.5,-3.528259643568052
45.5,-5.903885383134484
45.5,-5.895610641507484
46.5,-9.270039789854204
46.5,-9.248350266955514
47.5,-14.805477969068395
47.5,-14.745519991092335
48.5,-32.23361478816783
48.5,-31.59924361920616
49.5,-17.95945249757496
49.5,-18.094712399629238
50.5,-11.553288590143246
