theta_deg,dir_bempp_imp_dBi
1.5,19.946581051480898
1.5,19.946631231495783
4.5,18.649234613155855
4.5,18.64976748173618
7.499999999999999,15.798880855811381
7.499999999999999,15.800637378344364
10.499999999999998,10.519701075442088
10.499999999999998,10.524432506168155
13.5,-2.1528710333556207
13.5,-2.132011007293989
16.499999999999996,0.5986964897814517
16.499999999999996,0.5893555545958131
19.5,5.907740629450577
19.5,5.909195653344213
22.5,5.980830337088321
22.5,5.970746087707632
25.499999999999996,2.8162882110780667
25.499999999999996,2.8436781528890336
28.5,-5.838569501839512
28.5,-5.7362736563702725
31.5,-10.183126072647145
31.5,-10.382106857553818
34.5,-1.2296345578155972
34.5,-1.2997346912754275
37.49999999999999,0.7348503589431086
37.49999999999999,0.6875201741446846
40.5,0.034280452836691115
40.5,0.0004377315724492364
43.5,-2.9485864226139036
43.5,-2.9346761764328293
46.49999999999999,-9.57059639963009
46.49999999999999,-9.51558375382431
49.5,-27.706805752999312
49.5,-28.95993234950349
52.5,-9.379293938613952
52.5,-9.612261713804228
55.49999999999999,-5.403595786217591
55.49999999999999,-5.601358286157671
58.5,-3.984895254606049
58.5,-4.189348671379086
61.49999999999999,-3.834963673658219
61.49999999999999,-4.064149989213853
64.5,-4.7819249604172125
64.5,-4.51225625003113
67.5,-5.811146587697316
67.5,-6.1405272140331615
70.49999999999999,-7.622924891072395
70.49999999999999,-8.039606621782834
73.5,-9.887948044126855
73.5,-10.435523922449605
76.5,-12.56947332578415
76.5,-13.322014444553094
79.49999999999999,-15.619421244922929
79.49999999999999,-16.709612400090656
82.5,-18.896797741295504
82.5,-20.56171355256721
85.5,-21.982591140317943
85.5,-24.563734223829876
88.49999999999999,-27.54326515311162
88.49999999999999,-23.993097733880017
91.5,-23.993097733880017
91.5,-27.54326515311162
94.5,-21.982591140317943
94.5,-24.563734223829876
97.49999999999999,-18.89679774129554
97.49999999999999,-20.5617135525673
100.5,-15.619421244922972
100.5,-16.709612400090702
103.5,-12.569473325784175
103.5,-13.322014444553126
106.49999999999999,-9.887948044126867
106.49999999999999,-10.43552392244963
109.5,-8.039606621782854
109.5,-7.622924891072409
112.5,-5.811146587697316
112.5,-6.1405272140331615
115.49999999999999,-4.512256250031141
115.49999999999999,-4.7819249604172205
118.49999999999999,-3.8349636736582275
118.49999999999999,-4.064149989213858
121.5,-3.9848952546060463
121.5,-4.189348671379085
124.49999999999999,-5.403595786217568
124.49999999999999,-5.6013582861576525
127.49999999999999,-9.379293938613921
127.49999999999999,-9.612261713804209
130.5,-28.959932349503184
130.5,-27.70680575299911
133.5,-9.515583753824352
133.5,-9.57059639963012
136.49999999999997,-2.934676176432871
136.49999999999997,-2.948586422613943
139.5,0.03428045283668729
139.5,0.0004377315724367014
142.5,0.7348503589431135
142.5,0.6875201741446846
145.49999999999997,-1.22963455781557
145.49999999999997,-1.2997346912753898
148.5,-10.183126072647104
148.5,-10.382106857553765
151.5,-5.838569501839583
151.5,-5.73627365637035
154.49999999999997,2.8436781528889883
154.49999999999997,2.8162882110780183
157.5,5.970746087707629
157.5,5.980830337088314
160.5,5.907740629450585
160.5,5.9091956533442245
163.49999999999997,0.5986964897815509
163.49999999999997,0.5893555545959016
166.5,-2.1528710333556886
166.5,-2.132011007294061
169.5,10.519701075442052
169.5,10.524432506168115
172.49999999999997,15.798880855811355
172.49999999999997,15.800637378344335
175.5,18.64923461315585
175.5,18.64976748173618
178.5,19.94658105148089
178.5,19.94663123149578
