theta_deg,dir_bempp_imp_dBi
1.5,19.946690713576125
1.5,19.94671452347525
4.5,18.649411086275
4.5,18.64970896854652
7.499999999999999,15.79916824040284
7.499999999999999,15.80028289809906
10.499999999999998,10.520069250528703
10.499999999999998,10.523591223700684
13.5,-2.1532749144786196
13.5,-2.1339910259428136
16.499999999999996,0.6009881017384813
16.499999999999996,0.5880498161332888
19.5,5.909822643663665
19.5,5.906814065936608
22.5,5.977476889020138
22.5,5.972895273298656
25.499999999999996,2.8180574206548474
25.499999999999996,2.8392715744658945
28.5,-5.840563624285638
28.5,-5.741874878405485
31.5,-10.166975989603381
31.5,-10.388581669323136
34.5,-1.2202254462036102
34.5,-1.3076236206975107
37.49999999999999,0.7434475587733442
37.49999999999999,0.6783210731369888
40.5,0.04234899887513664
40.5,-0.0100132148746553
43.5,-2.960052808498756
43.5,-2.9281183742488825
46.49999999999999,-9.570823706196814
46.49999999999999,-9.526844300468863
49.5,-27.601579695568844
49.5,-28.98149283959187
52.5,-9.352754729104577
52.5,-9.63186295371154
55.49999999999999,-5.381743001940898
55.49999999999999,-5.621266746429915
58.5,-3.964754075395935
58.5,-4.2100206962224975
61.49999999999999,-3.8160829471571174
61.49999999999999,-4.085508116997549
64.5,-4.80367971190628
64.5,-4.494896818127349
67.5,-5.796022172071443
67.5,-6.162197699116807
70.49999999999999,-7.61124436047435
70.49999999999999,-8.060456471730673
73.5,-9.881626048791162
73.5,-10.454408621023152
76.5,-12.571527463544946
76.5,-13.337068782454196
79.49999999999999,-15.63452565169004
79.49999999999999,-16.71763140350038
82.5,-18.93137050877026
82.5,-20.557106165762637
85.5,-22.041669099308734
85.5,-24.538258906577347
88.49999999999999,-27.49469218280728
88.49999999999999,-24.07116886120001
91.5,-24.07116886120001
91.5,-27.49469218280728
94.5,-22.041669099308734
94.5,-24.538258906577347
97.49999999999999,-18.931370508770325
97.49999999999999,-20.55710616576269
100.5,-15.634525651690062
100.5,-16.717631403500416
103.5,-12.571527463544964
103.5,-13.337068782454216
106.49999999999999,-9.881626048791178
106.49999999999999,-10.45440862102318
109.5,-8.060456471730696
109.5,-7.6112443604743625
112.5,-5.796022172071443
112.5,-6.162197699116807
115.49999999999999,-4.494896818127354
115.49999999999999,-4.803679711906287
118.49999999999999,-3.816082947157122
118.49999999999999,-4.085508116997557
121.5,-3.9647540753959367
121.5,-4.2100206962224975
124.49999999999999,-5.381743001940872
124.49999999999999,-5.621266746429894
127.49999999999999,-9.352754729104545
127.49999999999999,-9.631862953711522
130.5,-28.98149283959161
130.5,-27.601579695568642
133.5,-9.526844300468888
133.5,-9.570823706196842
136.49999999999997,-2.9281183742489225
136.49999999999997,-2.9600528084987863
139.5,0.042348998875127095
139.5,-0.010013214874659167
142.5,0.7434475587733419
142.5,0.6783210731369977
145.49999999999997,-1.220225446203575
145.49999999999997,-1.3076236206974754
148.5,-10.166975989603335
148.5,-10.388581669323084
151.5,-5.8405636242857115
151.5,-5.7418748784055555
154.49999999999997,2.8392715744658514
154.49999999999997,2.818057420654807
157.5,5.972895273298654
157.5,5.977476889020136
160.5,5.909822643663672
160.5,5.906814065936619
163.49999999999997,0.6009881017385745
163.49999999999997,0.5880498161333789
166.5,-2.1532749144786862
166.5,-2.1339910259428856
169.5,10.52006925052866
169.5,10.523591223700649
172.49999999999997,15.79916824040281
172.49999999999997,15.80028289809903
175.5,18.64941108627499
175.5,18.649708968546513
178.5,19.946690713576125
178.5,19.946714523475247
