theta_deg,dir_julia_imp_dBi
1.5,19.675967376696043
1.5,19.67591947617937
4.5,18.43999203883762
4.5,18.439549909409685
7.499999999999999,15.742272436321002
7.499999999999999,15.740966464916447
10.499999999999998,10.839146350384144
10.499999999999998,10.836179788362838
13.5,0.19763990851397306
13.5,0.1878171927573283
16.499999999999996,-1.4377965719399777
16.499999999999996,-1.4459255380497036
19.5,5.179891531227712
19.5,5.1711526660404825
22.5,5.848239016865527
22.5,5.834603449659236
25.499999999999996,3.5018775091082803
25.499999999999996,3.4790607087474763
28.5,-2.669223454085098
28.5,-2.720013612475009
31.5,-14.887933920250106
31.5,-15.009874619208844
34.5,-3.343880969667074
34.5,-3.3380586972171846
37.49999999999999,-0.1663878227430299
37.49999999999999,-0.17229936814610808
40.5,0.0744412989930625
40.5,0.05763509845505236
43.5,-1.620939855366619
43.5,-1.6540020937731883
46.49999999999999,-5.346447393406355
46.49999999999999,-5.4211303507914685
49.5,-12.201393894635181
49.5,-12.491033698199312
52.5,-14.768528830868808
52.5,-15.093803497964679
55.49999999999999,-8.934642640254076
55.49999999999999,-8.952140173364754
58.5,-6.169971012875943
58.5,-6.135552223703259
61.49999999999999,-5.045922145845015
61.49999999999999,-4.980181058813933
64.5,-4.8546799603036765
64.5,-4.754398455919314
67.5,-5.272334459383527
67.5,-5.127564536372256
70.49999999999999,-6.122201696075264
70.49999999999999,-5.917765971802261
73.5,-7.2960199332826665
73.5,-7.009771515726976
76.5,-8.720350580708132
76.5,-8.319334958498265
79.49999999999999,-10.331765778788922
79.49999999999999,-9.766917540816122
82.5,-12.036585064720365
82.5,-11.241585569440616
85.5,-13.626014759205539
85.5,-12.544448529554884
88.49999999999999,-14.669395178916716
88.49999999999999,-13.351941285330595
91.5,-14.66939517891672
91.5,-13.3519412853306
94.5,-13.62601475920554
94.5,-12.544448529554886
97.49999999999999,-12.03658506472038
97.49999999999999,-11.241585569440637
100.5,-10.331765778788933
100.5,-9.766917540816129
103.5,-8.720350580708132
103.5,-8.319334958498267
106.49999999999999,-7.2960199332826665
106.49999999999999,-7.009771515726984
109.5,-6.1222016960752645
109.5,-5.917765971802265
112.5,-5.272334459383531
112.5,-5.12756453637226
115.49999999999999,-4.854679960303676
115.49999999999999,-4.754398455919311
118.49999999999999,-5.045922145844999
118.49999999999999,-4.980181058813924
121.5,-6.169971012875934
121.5,-6.13555222370325
124.49999999999999,-8.934642640254046
124.49999999999999,-8.952140173364732
127.49999999999999,-14.768528830868757
127.49999999999999,-15.093803497964638
130.5,-12.201393894635181
130.5,-12.491033698199312
133.5,-5.346447393406384
133.5,-5.421130350791499
136.49999999999997,-1.6209398553666499
136.49999999999997,-1.6540020937732107
139.5,0.07444129899306344
139.5,0.05763509845504855
142.5,-0.1663878227430154
142.5,-0.17229936814609403
145.49999999999997,-3.343880969667029
145.49999999999997,-3.3380586972171393
148.5,-14.887933920250065
148.5,-15.009874619208807
151.5,-2.669223454085144
151.5,-2.720013612475061
154.49999999999997,3.501877509108252
154.49999999999997,3.479060708747438
157.5,5.848239016865525
157.5,5.834603449659236
160.5,5.179891531227723
160.5,5.1711526660404905
163.49999999999997,-1.4377965719398509
163.49999999999997,-1.4459255380496012
166.5,0.19763990851392882
166.5,0.18781719275727662
169.5,10.83914635038411
169.5,10.836179788362807
172.49999999999997,15.742272436320972
172.49999999999997,15.740966464916415
175.5,18.439992038837612
175.5,18.43954990940968
178.5,19.675967376696047
178.5,19.675919476179363
