theta_deg,dir_julia_imp_dBi
144.5,-3.594988216894859
145.5,-4.759509700782003
145.5,-4.441283931024454
146.5,-6.151549115838899
146.5,-5.971838395589918
147.5,-8.602392868648156
147.5,-8.618105307424909
148.5,-13.093330250106765
148.5,-13.601292769104933
149.5,-19.488983507096435
149.5,-21.250178052112044
150.5,-12.090771095038766
150.5,-11.790460717251044
151.5,-6.323258332587129
151.5,-5.997585254766373
152.5,-2.630943789783537
152.5,-2.3557910652966867
153.5,-7.153869561437812e-5
153.5,0.23094969698348886
154.5,1.9645949046412257
154.5,2.159868714396017
155.5,3.444635060158671
155.5,3.610485628274879
156.5,4.53120096031716
156.5,4.672243355696311
157.5,5.268117881582059
157.5,5.387742234171988
158.5,5.668012189558143
158.5,5.768684911903767
159.5,5.716131340171028
159.5,5.799521660973973
160.5,5.364718951854361
160.5,5.43162630146035
161.5,4.513158565302643
161.5,4.563054446814194
162.5,2.953175473510852
162.5,2.982542019869232
163.5,0.19302303214814281
163.5,0.18783143110951153
164.5,-5.373096521178016
164.5,-5.505701208975461
165.5,-15.728605007502807
165.5,-17.182041525600553
166.5,-2.094019956953945
166.5,-2.078785126945297
167.5,3.8562218291178665
167.5,3.8904157522379657
168.5,7.627584560134179
168.5,7.658124776822364
169.5,10.388376517845861
169.5,10.413585516052315
170.5,12.543238205490756
170.5,12.563464465364858
171.5,14.279829234529139
171.5,14.295695250662835
172.5,15.700337203660599
172.5,15.712465400018461
173.5,16.866284546543703
173.5,16.875251615816985
174.5,17.81724124112985
174.5,17.82357722171193
175.5,18.579766340208703
175.5,18.583962419291034
176.5,19.172103856197772
176.5,19.174620915642453
177.5,19.606818057067365
177.5,19.60809430546919
178.5,19.89233470025337
178.5,19.892792269643984
179.5,20.033851585262795
179.5,20.033902322901195
