theta_deg,phi_deg,dir_pec_dBi,dir_opt_dBi,in_target
4.5,147.49999999999997,18.491070121980552,7.772217573781437,false
4.5,152.5,18.489758817600734,7.702882957142424,false
4.5,157.5,18.487776776768012,7.654701006049709,false
4.5,162.5,18.48552945869101,7.629875487085634,false
4.5,167.5,18.483431070827255,7.6302637321483395,false
4.5,172.5,18.481850194729784,7.657179677401334,false
4.5,177.5,18.48106160044209,7.711232976957023,false
4.5,182.5,18.481210289646732,7.792225102547581,false
4.5,187.5,18.482292324157726,7.899117233373845,false
4.5,192.49999999999997,18.484154890131844,8.03007590239093,false
4.5,197.5,18.486515599042598,8.182591989126491,false
4.5,202.5,18.488998577658887,8.353658550672902,false
4.5,207.5,18.491182794333167,8.539985195232724,false
4.5,212.5,18.492656586479804,8.738222819546124,false
4.5,217.5,18.493071663012792,8.945173124129374,false
4.5,222.5,18.492189999609693,9.157961773903189,false
4.5,227.5,18.48991795696135,9.374160923334143,false
4.5,232.5,18.486323486562984,9.59185438211457,false
4.5,237.49999999999997,18.48163425464753,9.809645598770905,false
4.5,242.49999999999997,18.47621670350798,10.026614130398745,false
4.5,247.49999999999997,18.470538265791433,10.24223016241838,false
4.5,252.50000000000003,18.46511693441481,10.456239107741327,false
4.5,257.5,18.460463953750438,10.668529613658798,false
4.5,262.5,18.457026337892543,10.878998626678317,false
4.5,267.5,18.455136084022364,11.087426569635358,false
4.5,272.5,18.454972258620177,11.293374145293605,false
4.5,277.5,18.456540631592883,11.49610978524189,false
4.5,282.5,18.45967338828204,11.694573419137766,false
4.5,287.5,18.464048946639405,11.887378329342734,false
4.5,292.5,18.469229399598696,12.072848822285199,false
4.5,297.5,18.474710944930184,12.249087810405552,false
4.5,302.5,18.47998114445653,12.414065634991099,false
4.5,307.5,18.48457614532617,12.565719895821246,false
4.5,312.5,18.48813114190062,12.7020557993831,false
4.5,317.5,18.490418285852886,12.82123749314765,false
4.5,322.5,18.491367810294005,12.921662762786024,false
4.5,327.5,18.49107012198055,13.002015998745089,false
4.5,332.5,18.48975881760071,13.061297147854198,false
4.5,337.5,18.487776776768005,13.098827149934442,false
4.5,342.49999999999994,18.485529458690994,13.114232862845707,false
4.5,347.5,18.48343107082725,13.107416490154272,false
4.5,352.5,18.48185019472978,13.07851587015394,false
4.5,357.5,18.481061600442093,13.027862534553252,false
5.5,2.5,17.763178406221606,12.676349032089913,false
5.5,7.499999999999999,17.765905709435227,12.556440844140662,false
5.5,12.5,17.770770000613542,12.411885152773854,false
5.5,17.5,17.777093331452104,12.24354122261369,false
5.5,22.5,17.783970818616133,12.052337784987536,false
5.5,27.5,17.790385427069896,11.839354905635467,false
5.5,32.5,17.795336721989763,11.605922683137297,false
5.5,37.5,17.797967657208964,11.353720904044662,false
5.5,42.49999999999999,17.797674254439897,11.084862428635782,false
5.5,47.5,17.794185483550528,10.801943325779602,false
5.5,52.5,17.787604286335686,10.508044723091887,false
5.5,57.5,17.778405026499765,10.206675265210194,false
5.5,62.49999999999999,17.76738732136158,9.901649316297727,false
5.5,67.5,17.755590911503877,9.596904691431975,false
5.5,72.5,17.74418064271697,9.296274167079384,false
