theta_deg,dir_bempp_imp_dBi
1.5,19.698543484199963
1.5,19.69862947495092
4.5,18.44457950362129
4.5,18.444253058885877
7.499999999999999,15.704363272187479
7.499999999999999,15.703136408319727
10.499999999999998,10.701881410007877
10.499999999999998,10.700549713789403
13.5,-0.35434565484162794
13.5,-0.34228374027270164
16.499999999999996,-0.7624502314446031
16.499999999999996,-0.7980704444554204
19.5,5.367485851398904
19.5,5.336464684838265
22.5,5.823820523971167
22.5,5.857768177640597
25.499999999999996,3.307649773108195
25.499999999999996,3.2721150227023994
28.5,-3.307079414413709
28.5,-3.3296757173404585
31.5,-12.433065938082287
31.5,-12.592574697893486
34.5,-2.579005238512085
34.5,-2.707969913981997
37.49999999999999,0.15068639402125308
37.49999999999999,0.022616103027052765
40.5,0.11579869451473628
40.5,-0.01916710294518876
43.5,-2.0240020023821366
43.5,-1.8846881520499712
46.49999999999999,-6.09242725497262
46.49999999999999,-6.214144416884894
49.5,-13.379005887384686
49.5,-13.350200160228475
52.5,-12.127000428345376
52.5,-12.260668260187034
55.49999999999999,-7.312228483464062
55.49999999999999,-7.5516648150214
58.5,-5.10326852244188
58.5,-5.37433110622075
61.49999999999999,-4.287588774524774
61.49999999999999,-4.579171111136305
64.5,-4.616897069794214
64.5,-4.309817591440569
67.5,-4.896619041555642
67.5,-5.214241307551308
70.49999999999999,-5.8902715795604745
70.49999999999999,-6.212310055273966
73.5,-7.189004736422843
73.5,-7.507624981385577
76.5,-8.719719339928965
76.5,-9.024810560874418
79.49999999999999,-10.41581727863107
79.49999999999999,-10.694166154566185
82.5,-12.178749671522798
82.5,-12.413740887021937
85.5,-13.79663007593397
85.5,-13.973379237015385
88.49999999999999,-14.972109513850873
88.49999999999999,-14.84561582251424
91.5,-14.845615822514242
91.5,-14.972109513850878
94.5,-13.796630075933972
94.5,-13.973379237015386
97.49999999999999,-12.17874967152281
97.49999999999999,-12.413740887021953
100.5,-10.415817278631083
100.5,-10.694166154566197
103.5,-8.719719339928968
103.5,-9.024810560874426
106.49999999999999,-7.189004736422855
106.49999999999999,-7.5076249813855895
109.5,-6.212310055273978
109.5,-5.890271579560479
112.5,-4.896619041555644
112.5,-5.214241307551309
115.49999999999999,-4.309817591440568
115.49999999999999,-4.616897069794211
118.49999999999999,-4.287588774524768
118.49999999999999,-4.579171111136301
121.5,-5.103268522441874
121.5,-5.374331106220742
124.49999999999999,-7.312228483464041
124.49999999999999,-7.551664815021372
127.49999999999999,-12.127000428345331
127.49999999999999,-12.260668260187016
130.5,-13.350200160228505
130.5,-13.379005887384718
133.5,-6.21414441688491
133.5,-6.092427254972633
136.49999999999997,-1.884688152049994
136.49999999999997,-2.024002002382162
139.5,0.11579869451473533
139.5,-0.019167102945195053
142.5,0.15068639402125866
142.5,0.022616103027063315
145.49999999999997,-2.5790052385120426
145.49999999999997,-2.707969913981958
148.5,-12.433065938082255
148.5,-12.592574697893449
151.5,-3.307079414413758
151.5,-3.3296757173405043
154.49999999999997,3.2721150227023568
154.49999999999997,3.30764977310816
157.5,5.857768177640596
157.5,5.823820523971165
160.5,5.367485851398919
160.5,5.336464684838278
163.49999999999997,-0.7624502314444899
163.49999999999997,-0.7980704444553312
166.5,-0.3543456548416771
166.5,-0.34228374027276165
169.5,10.701881410007843
169.5,10.700549713789364
172.49999999999997,15.704363272187452
172.49999999999997,15.703136408319697
175.5,18.444579503621284
175.5,18.444253058885874
178.5,19.69854348419996
178.5,19.69862947495092
