theta_deg,phi_deg,dir_bempp_dBi
6.5,252.50000000000003,16.862366492238042
6.5,257.5,16.843472842492268
6.5,262.5,16.829222166406353
6.5,267.5,16.821190103109704
6.5,272.5,16.82023254110973
6.5,277.5,16.82637983812987
6.5,282.5,16.838834890029467
6.5,287.5,16.856075292763755
6.5,292.5,16.876044635114408
6.5,297.5,16.896405857929548
6.5,302.5,16.91482272722061
6.5,307.5,16.92923429956773
6.5,312.5,16.938090864797324
6.5,317.5,16.94052651909302
6.5,322.5,16.936451569733464
6.5,327.5,16.926556304405246
6.5,332.5,16.912225898646984
6.5,337.5,16.89537448359166
6.5,342.49999999999994,16.878214759594915
6.5,347.5,16.862987662412174
6.5,352.5,16.851683385385474
6.5,357.5,16.845788846945545
7.499999999999999,2.5,15.732322100433
7.499999999999999,7.499999999999999,15.744832919547662
7.499999999999999,12.5,15.767879390901063
7.499999999999999,17.5,15.798546006861766
7.499999999999999,22.5,15.8329516765003
7.499999999999999,27.5,15.86674869454508
7.499999999999999,32.5,15.895662303624658
7.499999999999999,37.5,15.916001237470272
7.499999999999999,42.49999999999999,15.925083192947266
7.499999999999999,47.5,15.921536403930993
7.499999999999999,52.5,15.905454472573608
7.499999999999999,57.5,15.878394342355309
7.499999999999999,62.49999999999999,15.843217556504236
7.499999999999999,67.5,15.80378515046451
7.499999999999999,72.5,15.76452910169934
7.499999999999999,77.5,15.72993901998126
7.499999999999999,82.5,15.704019765301902
7.499999999999999,87.5,15.689789128983886
7.499999999999999,92.5,15.688888388368296
7.499999999999999,97.5,15.70136764266467
7.499999999999999,102.5,15.725681978488131
7.499999999999999,107.49999999999999,15.75889904969305
7.499999999999999,112.5,15.797083017981358
7.499999999999999,117.5,15.835793498871416
7.499999999999999,122.49999999999999,15.87062673432419
7.499999999999999,127.50000000000001,15.897729483820001
7.499999999999999,132.5,15.914229391958086
7.499999999999999,137.5,15.918542628493444
7.499999999999999,142.5,15.91053552387141
7.499999999999999,147.49999999999997,15.891529694060393
7.499999999999999,152.5,15.864150492377146
7.499999999999999,157.5,15.832028916808563
7.499999999999999,162.5,15.799379745938964
7.499999999999999,167.5,15.770494492902682
7.499999999999999,172.5,15.749204817315338
7.499999999999999,177.5,15.738385508544432
7.499999999999999,182.5,15.739569803987287
7.499999999999999,187.5,15.75273880972426
7.499999999999999,192.49999999999997,15.776320793231648
7.499999999999999,197.5,15.807400547249104
7.499999999999999,202.5,15.84210340050043
7.499999999999999,207.5,15.876092319847563
7.499999999999999,212.5,15.905105396852566
7.499999999999999,217.5,15.925464541657611
7.499999999999999,222.5,15.934499620603928
7.499999999999999,227.5,15.930849312973654
7.499999999999999,232.5,15.91461577917948
7.499999999999999,237.49999999999997,15.887362851000166
7.499999999999999,242.49999999999997,15.851957667829078
7.499999999999999,247.49999999999997,15.812265901609365
7.499999999999999,252.50000000000003,15.772723348575319
7.499999999999999,257.5,15.73782251709249
7.499999999999999,262.5,15.71156994392987
7.499999999999999,267.5,15.696983498581236
7.499999999999999,272.5,15.695702642829554
7.499999999999999,277.5,15.707773685594121
7.499999999999999,282.5,15.731646145128037
7.499999999999999,287.5,15.764380785825661
7.499999999999999,292.5,15.80203420148326
7.499999999999999,297.5,15.840158500778012
7.499999999999999,302.5,15.874343251492819
7.499999999999999,307.5,15.900730150083561
7.499999999999999,312.5,15.916444178168414
7.499999999999999,317.5,15.919902045055567
7.499999999999999,322.5,15.91097460843691
7.499999999999999,327.5,15.890992676456296
7.499999999999999,332.5,15.862595872526622
7.499999999999999,337.5,15.829434491326463
7.499999999999999,342.49999999999994,15.795746928740959
7.499999999999999,347.5,15.76585117231279
7.499999999999999,352.5,15.743606055679908
7.499999999999999,357.5,15.731911663117055
8.5,2.5,14.376369119475754
8.5,7.499999999999999,14.399152521157037
8.5,12.5,14.441319261417798
8.5,17.5,14.497472280813641
8.5,22.5,14.560484173252053
8.5,27.5,14.622451426389265
8.5,32.5,14.675685729349336
8.5,37.5,14.71361053964571
8.5,42.49999999999999,14.731475307658977
8.5,47.5,14.726842400360585
8.5,52.5,14.699830624832664
8.5,57.5,14.653112401093429
8.5,62.49999999999999,14.591664959883579
8.5,67.5,14.522279177016497
8.5,72.5,14.452842508448438
8.5,77.5,14.391440810076684
8.5,82.5,14.34536575065919
8.5,87.5,14.320158107457278
8.5,92.5,14.318842590984229
8.5,97.5,14.341497757111153
8.5,102.5,14.385248585977592
8.5,107.49999999999999,14.444683247666115
8.5,112.5,14.512608932284163
8.5,117.5,14.581004222001823
8.5,122.49999999999999,14.642011873819051
8.5,127.50000000000001,14.68884026892393
8.5,132.5,14.716485173284005
8.5,137.5,14.722225786313768
8.5,142.5,14.705878036757497
8.5,147.49999999999997,14.669801552325644
8.5,152.5,14.618660352003523
8.5,157.5,14.55894071325092
8.5,162.5,14.498242566478476
8.5,167.5,14.444389106137132
8.5,172.5,14.404441318608344
8.5,177.5,14.383747874717553
8.5,182.5,14.385186293356115
8.5,187.5,14.408739013240705
8.5,192.49999999999997,14.45149150984899
8.5,197.5,14.508052952378566
8.5,202.5,14.571313071658519
8.5,207.5,14.63339197277917
8.5,212.5,14.686626904736194
8.5,217.5,14.724465194141692
8.5,222.5,14.742176277033733
8.5,227.5,14.737337914949846
8.5,232.5,14.710080183743496
8.5,237.49999999999997,14.663083788872438
8.5,242.49999999999997,14.601332549432415
8.5,247.49999999999997,14.531623198838355
8.5,252.50000000000003,14.461848655384815
8.5,257.5,14.400099455464483
8.5,262.5,14.353670218661698
8.5,267.5,14.328101807867665
8.5,272.5,14.326415286484291
8.5,277.5,14.348681584553082
8.5,282.5,14.392014559780344
8.5,287.5,14.450988814201919
8.5,292.5,14.518396835324662
8.5,297.5,14.586202652409575
8.5,302.5,14.6465357362772
8.5,307.5,14.692593429754282
8.5,312.5,14.719363696042272
8.5,317.5,14.7241223163537
8.5,322.5,14.706687563663754
8.5,327.5,14.669428684119548
8.5,332.5,14.61702793795514
8.5,337.5,14.555999169554418
8.5,342.49999999999994,14.493978689628122
8.5,347.5,14.438832696727461
8.5,352.5,14.397667838666145
8.5,357.5,14.37587583418749
9.5,2.5,12.720925709095933
9.5,7.499999999999999,12.761136749713103
9.5,12.5,12.835717609565013
9.5,17.5,12.934868383435678
9.5,22.5,13.045832721351802
9.5,27.5,13.154716292302489
9.5,32.5,13.24825572382444
9.5,37.5,13.315299588172527
9.5,42.49999999999999,13.347895906135822
9.5,47.5,13.34198004454112
9.5,52.5,13.297700320450211
9.5,57.5,13.21941352232119
9.5,62.49999999999999,13.115351079472548
9.5,67.5,12.99692515216204
9.5,72.5,12.87763868721758
9.5,77.5,12.771606167093456
9.5,82.5,12.691789344058158
9.5,87.5,12.648182498307019
9.5,92.5,12.646287696110235
9.5,97.5,12.686230989608534
9.5,102.5,12.762746999936361
9.5,107.49999999999999,12.866036159735438
9.5,112.5,12.98327364068182
9.5,117.5,13.10042068247391
9.5,122.49999999999999,13.203994994659944
9.5,127.50000000000001,13.282560773180546
9.5,132.5,13.327829620940133
9.5,137.5,13.335363100015664
9.5,142.5,13.304912324835275
9.5,147.49999999999997,13.24042624497466
9.5,152.5,13.149729604132128
9.5,157.5,13.043840241269633
9.5,162.5,12.935889777366787
9.5,167.5,12.83965388799595
9.5,172.5,12.767795878896449
9.5,177.5,12.730058384496157
9.5,182.5,12.731745252118422
9.5,187.5,12.772846454638344
9.5,192.49999999999997,12.848033575526138
9.5,197.5,12.94752724108215
9.5,202.5,13.058611023053775
9.5,207.5,13.167439487660692
9.5,212.5,13.260797460427442
9.5,217.5,13.327574288027815
9.5,222.5,13.35984829583783
9.5,227.5,13.353574876541387
9.5,232.5,13.308914480453321
9.5,237.49999999999997,13.230231526918587
9.5,242.49999999999997,13.125763862481998
9.5,247.49999999999997,13.006931113080334
9.5,252.50000000000003,12.887245322526152
9.5,257.5,12.780830391632342
9.5,262.5,12.700655021867602
9.5,267.5,12.656714754684558
9.5,272.5,12.654504930467851
9.5,277.5,12.694136510371742
9.5,282.5,12.77032231555262
9.5,287.5,12.873237170168455
9.5,292.5,12.990029819810808
9.5,297.5,13.106636486887265
9.5,302.5,13.209552519263234
9.5,307.5,13.287323020909774
9.5,312.5,13.331644367165453
9.5,317.5,13.338067921218741
9.5,322.5,13.306341725284405
9.5,327.5,13.240421819492848
9.5,332.5,13.148153711010202
9.5,337.5,13.040592662434863
9.5,342.49999999999994,12.930925392935606
9.5,347.5,12.832997856461201
