theta_deg,dir_bempp_imp_dBi
104.5,-9.739650150781445
104.5,-9.983845224654564
105.5,-8.863808998716653
105.5,-8.649888051657125
106.5,-7.639857111984256
106.5,-7.829004481965804
107.5,-6.704473854990033
107.5,-6.873087285802532
108.5,-5.839892211117437
108.5,-5.991295131237669
109.50000000000001,-5.04334295419873
109.50000000000001,-5.18018066053644
110.5,-4.31301351005164
110.5,-4.4374211896314915
111.5,-3.761687620335443
111.5,-3.6479639515748383
112.5,-3.0480761375392507
112.5,-3.1525612978648763
113.5,-2.514034704537958
113.5,-2.6104924867472743
114.5,-2.0473407873501315
114.5,-2.1367981677846193
115.49999999999999,-1.6503620362614482
115.49999999999999,-1.7337006910752275
116.5,-1.4044131103174124
116.5,-1.3264260725186507
117.5,-1.0799696224147044
117.5,-1.1532825936395121
118.50000000000001,-0.9167633328634984
118.50000000000001,-0.9860113987715831
119.5,-0.844244741659798
119.5,-0.9099876334039059
120.50000000000001,-0.8720128890547006
120.50000000000001,-0.9347792943796756
121.5,-1.0728825169661822
121.5,-1.0125751564551149
122.50000000000001,-1.3408843677197404
122.50000000000001,-1.282505753787086
123.5,-1.7043103976213125
123.5,-1.761336762754039
124.49999999999999,-2.3095751977888748
124.49999999999999,-2.36592410702848
125.5,-3.1446227702355305
125.5,-3.201158627398997
126.5,-4.281524349588642
126.5,-4.3394812501354805
127.50000000000001,-5.903393460629949
127.50000000000001,-5.842004014398837
128.5,-8.058064840182066
128.5,-8.12678851385122
129.5,-11.468575949807905
129.5,-11.554508454828941
130.5,-17.947855127158437
130.5,-18.094351170460385
131.5,-32.27640007658262
131.5,-31.612689842559213
132.5,-14.809814588927049
132.5,-14.74957871858308
133.5,-9.251465427163502
133.5,-9.27134021616171
134.5,-5.898317064002877
134.5,-5.9040855347547225
135.5,-3.5279007921662613
135.5,-3.5291062240320907
136.5,-1.747855496405768
136.5,-1.7531410844003201
137.5,-0.3863955145418208
137.5,-0.39434793008823565
138.5,0.6480482988879464
138.5,0.6381845743686986
139.5,1.4049473737891862
139.5,1.3935826789422698
140.5,1.8966354062369242
140.5,1.909300722412925
141.5,2.1690901371046016
141.5,2.1551734450337063
142.5,2.177671411807985
142.5,2.162418284537599
143.5,1.912503377907647
143.5,1.895676765082979
144.5,1.3295030248556423
144.5,1.3106495942851035
145.5,0.3277133150503104
145.5,0.3494208902905574
146.5,-1.1749671154243821
146.5,-1.201132442198383
147.5,-3.5503307450210513
147.5,-3.584569174281408
148.5,-7.585421167826933
148.5,-7.638851290410705
149.5,-17.19510702409466
149.5,-17.351839080657005
150.5,-15.404455199523987
150.5,-15.524541417066075
151.5,-6.210844743877148
151.5,-6.172285302540771
152.5,-1.752864945207813
152.5,-1.7317455829906017
153.5,1.135663221424341
153.5,1.1492099421269164
154.5,3.1876531205650855
154.5,3.196975144228044
155.5,4.682917071922489
155.5,4.689542834696896
156.5,5.756006643395894
156.5,5.751259232605519
157.5,6.454901848026923
157.5,6.4582510117714005
158.5,6.816787620201703
158.5,6.819033105961186
159.5,6.82926844511519
159.5,6.830587480305848
160.5,6.451216314842915
160.5,6.451696011216365
161.5,5.590643491398321
161.5,5.5910104216239045
162.5,4.057655873943301
162.5,4.056283753969418
163.5,1.4047703116851364
163.5,1.4018472125278025
164.5,-3.8044005587945016
164.5,-3.8112501223892052
165.5,-39.79521814438839
165.5,-40.27337216464322
166.5,-2.832405957401271
166.5,-2.8401409040401933
167.5,3.728315173183207
167.5,3.7245665948487696
168.5,7.664271455030218
168.5,7.666626743277495
169.5,10.489072490609647
169.5,10.490690835921608
170.5,12.669249226649239
170.5,12.670402202406807
171.5,14.413768058756311
171.5,14.414598347799732
172.5,15.834358849473569
172.5,15.833764432708296
173.5,16.995150240297527
173.5,16.99556723629633
174.5,17.939881975333222
174.5,17.94016398806112
175.5,18.695910810023054
175.5,18.696090543460308
176.5,19.282331362980756
176.5,19.282435305545672
177.5,19.712240132395074
177.5,19.712290694882167
178.5,19.99439394778075
178.5,19.994410865764674
179.5,20.134184105862666
179.5,20.134185436561133
