row,col,abs_Z,real_Z,imag_Z
5,9,0.04997100334634185,-0.011804553947294622,-0.048556705834987605
5,10,0.002599216894678469,0.0025210647389710445,0.0006325828384479315
5,11,0.005647484816759012,0.005643965886585147,-0.00019933345576371835
5,12,0.017343232344676048,-0.017027464593959186,-0.0032944130983960924
5,13,0.017343232344676038,-0.017027464593959176,-0.0032944130983961024
5,14,0.0056050300057564565,0.0031822375323583177,0.004614079068793714
5,15,0.012494329801774225,-0.012432512854542983,-0.0012413304624986144
5,16,0.005605030005756453,0.0031822375323583224,0.004614079068793707
5,17,0.0040557158984367,0.0011824070253445254,0.0038795289759516057
5,18,0.004055715898436696,0.0011824070253445291,0.003879528975951601
5,19,0.0016716321791373629,-0.0016328668112892126,0.00035791076949112215
5,20,0.005889050431858604,0.0025307867242512654,-0.00531752137234328
5,21,0.005889050431858605,-0.0025307867242512585,0.005317521372343284
6,1,0.009474746657625781,-0.008290937381650468,0.0045859766200605275
6,2,0.009474746657625778,-0.008290937381650468,0.0045859766200605214
6,3,0.011700821588252787,0.010183078839490716,0.0057631702377110875
6,4,0.02305570605716813,-0.018129847395567895,0.014243391983932732
6,5,0.01045210904094204,-0.009071471084289932,-0.005191820082652516
6,6,0.045643811545627674,-0.0451279585913511,0.006842871165678533
6,7,0.005303391506226939,-0.0035876726222472633,0.003905709490463606
6,8,0.026317151494226716,-0.022020853261767878,0.014410915459947934
6,9,0.027407091577843917,-0.02585051722456679,-0.009104912299341425
6,10,0.0056474848167590175,0.0056439658865851524,-0.00019933345576371694
6,11,0.0060593317314041545,0.0041944124862519725,0.004372917210098404
6,12,0.001980194899403964,-0.0007633748940787955,0.001827137271995638
6,13,0.049971003346341886,-0.011804553947294627,-0.04855670583498764
6,14,0.0499710033463419,-0.011804553947294627,-0.048556705834987654
6,15,0.014609709122638983,-0.00010434313728360367,0.014609336506420219
6,16,0.003717977316796837,0.0029622770362591976,-0.0022468355722364804
6,17,0.005889050431858606,-0.0025307867242512698,0.00531752137234328
6,18,0.007290675640649256,0.007289361418510361,-0.00013842473582800487
6,19,0.013605079175393369,0.004459489075754343,0.012853448430361012
6,20,0.06644330170746046,-0.030533330147045023,-0.05901210123288418
6,21,0.01715502076540728,-0.016775915531738208,-0.003586557616090904
7,1,0.023055706057168113,-0.018129847395567885,0.014243391983932716
7,2,0.027407091577843903,-0.025850517224566768,-0.009104912299341439
7,3,0.013605079175393359,0.004459489075754343,0.012853448430361002
7,4,0.00947474665762577,-0.008290937381650463,0.004585976620060518
7,5,0.010452109040942029,0.009071471084289929,0.0051918200826525
7,6,0.005303391506226941,-0.0035876726222472616,0.00390570949046361
7,7,0.04564381154562764,-0.04512795859135106,0.006842871165678554
7,8,0.006059331731404152,0.004194412486251968,0.004372917210098405
7,9,0.009474746657625778,-0.008290937381650465,0.004585976620060529
7,10,0.005647484816759016,-0.005643965886585151,0.00019933345576371618
7,11,0.026317151494226698,-0.022020853261767847,0.014410915459947951
7,12,0.04997100334634187,0.011804553947294627,0.048556705834987626
7,13,0.0019801948994039686,0.0007633748940787998,-0.0018271372719956417
7,14,0.0037179773167968395,-0.0029622770362592045,0.002246835572236475
7,15,0.014609709122638983,0.00010434313728360382,-0.014609336506420219
7,16,0.04997100334634188,0.011804553947294622,0.04855670583498763
7,17,0.007290675640649258,-0.007289361418510364,0.00013842473582800449
7,18,0.005889050431858611,0.002530786724251271,-0.005317521372343285
7,19,0.011700821588252782,0.010183078839490713,0.005763170237711084
7,20,0.017155020765407276,-0.016775915531738204,-0.0035865576160909107
7,21,0.06644330170746046,-0.030533330147045012,-0.05901210123288418
8,1,0.017155020765407276,-0.016775915531738204,-0.003586557616090908
8,2,0.011700821588252785,0.010183078839490715,0.005763170237711087
8,3,0.009474746657625781,-0.008290937381650468,0.004585976620060529
8,4,0.06644330170746045,-0.030533330147045016,-0.05901210123288417
8,5,0.005647484816759023,-0.005643965886585158,0.00019933345576372068
8,6,0.026317151494226722,-0.022020853261767885,0.014410915459947937
8,7,0.0060593317314041545,0.00419441248625197,0.004372917210098407
8,8,0.04564381154562766,-0.04512795859135108,0.0068428711656785685
8,9,0.013605079175393366,0.004459489075754344,0.012853448430361009
8,10,0.01045210904094203,0.009071471084289927,0.005191820082652505
8,11,0.005303391506226937,-0.0035876726222472646,0.003905709490463603
8,12,0.007290675640649258,-0.007289361418510364,0.00013842473582800947
8,13,0.005889050431858605,0.0025307867242512733,-0.005317521372343277
8,14,0.04997100334634195,0.011804553947294637,0.0485567058349877
8,15,0.014609709122638995,0.00010434313728359806,-0.014609336506420231
8,16,0.0037179773167968447,-0.002962277036259204,0.0022468355722364847
8,17,0.0499710033463419,0.011804553947294615,0.04855670583498766
8,18,0.0019801948994039686,0.0007633748940788016,-0.0018271372719956408
8,19,0.027407091577843913,-0.025850517224566782,-0.009104912299341433
8,20,0.02305570605716813,-0.018129847395567892,0.014243391983932737
8,21,0.009474746657625778,-0.008290937381650466,0.004585976620060525
9,1,0.013605079175393362,0.004459489075754342,0.012853448430361005
9,2,0.06644330170746048,-0.030533330147045033,-0.05901210123288418
9,3,0.013101180618515618,0.012786115648872961,-0.002855902696629424
9,4,0.018157580321587072,0.0015623533027668698,0.01809023977984315
9,5,0.04997100334634187,-0.011804553947294632,-0.048556705834987626
9,6,0.02740709157784391,-0.025850517224566782,-0.009104912299341425
9,7,0.009474746657625778,-0.008290937381650465,0.0045859766200605275
9,8,0.013605079175393364,0.004459489075754345,0.012853448430361007
9,9,0.04564381154562767,-0.045127958591351096,0.006842871165678509
9,10,0.0016716321791373629,0.001632866811289212,-0.0003579107694911257
9,11,0.011700821588252785,0.010183078839490715,0.005763170237711087
9,12,0.014609709122638988,-0.00010434313728360086,0.014609336506420224
9,13,0.049971003346341886,-0.011804553947294618,-0.04855670583498764
9,14,0.010452109040942037,-0.009071471084289935,-0.005191820082652505
9,15,0.0058890504318586025,-0.0025307867242512667,0.005317521372343277
9,16,0.007290675640649256,0.007289361418510361,-0.00013842473582800644
9,17,0.004396861697085422,-0.003936270582829398,0.001959123957805837
9,18,0.005647484816759014,0.005643965886585149,-0.00019933345576372006
9,19,0.01247778614395965,0.012468404686109396,-0.00048376816534024186
9,20,0.026317151494226712,-0.022020853261767878,0.01441091545994793
9,21,0.02305570605716812,-0.01812984739556789,0.014243391983932725
10,1,0.005889050431858604,0.002530786724251272,-0.005317521372343277
10,2,0.0016716321791373626,-0.001632866811289212,0.00035791076949112443
10,3,0.04997100334634184,-0.011804553947294627,-0.04855670583498759
10,4,0.005889050431858607,-0.0025307867242512698,0.005317521372343281
10,5,0.0025992168946784673,0.002521064738971043,0.0006325828384479305
10,6,0.005647484816759015,0.00564396588658515,-0.00019933345576372109
10,7,0.005647484816759017,-0.005643965886585152,0.00019933345576371477
10,8,0.010452109040942027,0.009071471084289925,0.005191820082652503
10,9,0.0016716321791373629,0.001632866811289212,-0.0003579107694911255
10,10,0.08289830264234556,-0.03373457431439844,0.07572388709521088
10,11,0.01045210904094203,-0.009071471084289929,-0.005191820082652501
10,12,0.004055715898436699,0.001182407025344529,0.003879528975951604
10,13,0.004055715898436698,0.0011824070253445313,0.0038795289759516027
10,14,0.0056050300057564565,0.0031822375323583224,0.004614079068793711
10,15,0.012494329801774213,-0.012432512854542973,-0.0012413304624986111
10,16,0.005605030005756451,0.0031822375323583125,0.004614079068793711
10,17,0.017343232344676034,-0.017027464593959173,-0.0032944130983960955
10,18,0.017343232344676048,-0.017027464593959186,-0.003294413098396106
10,19,0.04997100334634187,0.01180455394729461,0.04855670583498763
10,20,0.004396861697085424,0.0039362705828294015,-0.0019591239578058365
10,21,0.004396861697085422,-0.003936270582829398,0.001959123957805837
11,1,0.06644330170746045,-0.030533330147045012,-0.05901210123288417
11,2,0.013605079175393367,0.004459489075754349,0.012853448430361009
11,3,0.027407091577843903,-0.02585051722456677,-0.009104912299341433
11,4,0.017155020765407272,-0.0167759155317382,-0.003586557616090907
11,5,0.005647484816759012,0.005643965886585147,-0.00019933345576371927
11,6,0.006059331731404157,0.004194412486251974,0.004372917210098406
11,7,0.026317151494226695,-0.022020853261767847,0.014410915459947948
11,8,0.005303391506226937,-0.0035876726222472646,0.003905709490463603
11,9,0.011700821588252787,0.010183078839490715,0.005763170237711089
11,10,0.010452109040942029,-0.009071471084289927,-0.005191820082652501
11,11,0.04564381154562764,-0.04512795859135107,0.006842871165678523
11,12,0.005889050431858603,-0.0025307867242512698,0.005317521372343277
11,13,0.007290675640649253,0.007289361418510359,-0.00013842473582800863
11,14,0.0037179773167968356,0.0029622770362591985,-0.002246835572236477
11,15,0.014609709122638983,-0.00010434313728360979,0.014609336506420219
11,16,0.049971003346341865,-0.011804553947294604,-0.048556705834987626
11,17,0.001980194899403963,-0.000763374894078797,0.0018271372719956365
11,18,0.04997100334634187,-0.011804553947294627,-0.048556705834987626
11,19,0.009474746657625778,-0.008290937381650463,0.004585976620060529
11,20,0.00947474665762578,-0.008290937381650468,0.004585976620060525
11,21,0.02305570605716812,-0.01812984739556789,0.014243391983932725
12,1,0.005889050431858599,0.0025307867242512585,-0.005317521372343278
12,2,0.049971003346341886,0.011804553947294622,0.04855670583498764
12,3,0.004396861697085425,-0.003936270582829403,0.0019591239578058348
12,4,0.01045210904094203,-0.009071471084289925,-0.005191820082652507
12,5,0.017343232344676048,-0.017027464593959186,-0.0032944130983960916
12,6,0.001980194899403962,-0.0007633748940787976,0.0018271372719956352
12,7,0.049971003346341886,0.011804553947294622,0.04855670583498764
12,8,0.00729067564064926,-0.0072893614185103655,0.0001384247358280109
12,9,0.014609709122638983,-0.000104343137283601,0.014609336506420219
12,10,0.004055715898436698,0.0011824070253445291,0.003879528975951603
12,11,0.0058890504318586025,-0.0025307867242512676,0.005317521372343277
12,12,0.08289830264234564,-0.03373457431439841,0.075723887095211
12,13,0.012481739387545213,-0.00040315715947619,0.012475226749176171
12,14,0.007420885388266765,0.007420309070610911,-9.248374127715552e-5
12,15,0.01734323234467604,-0.017027464593959176,-0.0032944130983961137
12,16,0.017343232344676038,-0.017027464593959176,-0.003294413098396097
12,17,0.005605030005756452,0.0031822375323583138,0.004614079068793711
12,18,0.012494329801774215,-0.012432512854542973,-0.001241330462498618
12,19,0.005647484816759018,-0.005643965886585153,0.00019933345576372266
12,20,0.014609709122638988,0.00010434313728359694,-0.014609336506420224
12,21,0.04997100334634188,-0.01180455394729462,-0.04855670583498763
13,1,0.010452109040942032,0.009071471084289929,0.005191820082652505
13,2,0.014609709122638977,0.00010434313728361355,-0.014609336506420214
13,3,0.005647484816759015,0.00564396588658515,-0.00019933345576371802
13,4,0.005889050431858606,-0.0025307867242512594,0.005317521372343285
13,5,0.01734323234467604,-0.01702746459395918,-0.0032944130983961024
13,6,0.049971003346341886,-0.011804553947294618,-0.04855670583498764
13,7,0.001980194899403966,0.000763374894078798,-0.0018271372719956395
13,8,0.005889050431858608,0.0025307867242512706,-0.005317521372343282
13,9,0.049971003346341886,-0.011804553947294618,-0.04855670583498764
13,10,0.004055715898436696,0.0011824070253445313,0.003879528975951601
13,11,0.0072906756406492515,0.007289361418510357,-0.00013842473582800706
13,12,0.01248173938754522,-0.0004031571594761936,0.012475226749176177
13,13,0.08289830264234561,-0.033734574314398434,0.07572388709521095
13,14,0.017343232344676038,-0.017027464593959176,-0.003294413098396097
13,15,0.017343232344676045,-0.017027464593959183,-0.0032944130983960946
13,16,0.007420885388266768,0.007420309070610914,-9.248374127715378e-5
13,17,0.012494329801774215,-0.012432512854542973,-0.0012413304624986179
13,18,0.005605030005756453,0.00318223753235832,0.004614079068793709
13,19,0.004396861697085423,0.003936270582829401,-0.0019591239578058348
13,20,0.049971003346341886,0.011804553947294632,0.04855670583498764
13,21,0.014609709122638977,-0.00010434313728360728,0.014609336506420214
14,1,0.001980194899403967,0.0007633748940788005,-0.0018271372719956393
14,2,0.007290675640649258,-0.007289361418510364,0.00013842473582800652
14,3,0.007290675640649254,0.0072893614185103595,-0.00013842473582800893
14,4,0.014609709122638984,-0.00010434313728360477,0.01460933650642022
14,5,0.005605030005756453,0.003182237532358315,0.004614079068793712
14,6,0.0499710033463419,-0.011804553947294637,-0.048556705834987654
14,7,0.0037179773167968404,-0.0029622770362592045,0.002246835572236477
14,8,0.04997100334634195,0.011804553947294627,0.0485567058349877
14,9,0.010452109040942036,-0.009071471084289932,-0.005191820082652508
14,10,0.0056050300057564565,0.003182237532358322,0.004614079068793711
14,11,0.0037179773167968356,0.0029622770362591976,-0.0022468355722364782
14,12,0.007420885388266771,0.007420309070610916,-9.24837412771563e-5
14,13,0.017343232344676038,-0.017027464593959176,-0.0032944130983960985
14,14,0.08289830264234564,-0.03373457431439844,0.07572388709521098
14,15,0.012481739387545217,-0.00040315715947619046,0.012475226749176175
14,16,0.006543834350697751,0.0017438228136629308,-0.00630720619640111
14,17,0.017343232344676055,-0.017027464593959193,-0.003294413098396096
14,18,0.007420885388266771,0.007420309070610916,-9.248374127715411e-5
14,19,0.010452109040942036,0.009071471084289932,0.005191820082652505
14,20,0.014609709122638979,0.00010434313728362232,-0.014609336506420215
14,21,0.0019801948994039626,-0.0007633748940787995,0.001827137271995635
15,1,0.049971003346341906,0.011804553947294622,0.04855670583498766
15,2,0.005889050431858607,0.0025307867242512607,-0.005317521372343285
15,3,0.0058890504318586025,-0.0025307867242512724,0.005317521372343275
15,4,0.04997100334634192,-0.011804553947294622,-0.048556705834987675
15,5,0.012494329801774224,-0.012432512854542981,-0.001241330462498615
15,6,0.014609709122638984,-0.00010434313728360054,0.01460933650642022
15,7,0.014609709122638979,0.00010434313728360446,-0.014609336506420215
15,8,0.014609709122638988,0.00010434313728359443,-0.014609336506420224
15,9,0.0058890504318586025,-0.0025307867242512667,0.005317521372343277
15,10,0.012494329801774213,-0.01243251285454297,-0.001241330462498615
15,11,0.014609709122638984,-0.00010434313728361167,0.01460933650642022
15,12,0.017343232344676045,-0.01702746459395918,-0.003294413098396111
15,13,0.017343232344676045,-0.017027464593959183,-0.003294413098396094
15,14,0.012481739387545213,-0.0004031571594761919,0.01247522674917617
15,15,0.08289830264234566,-0.03373457431439841,0.07572388709521101
15,16,0.012481739387545201,-0.00040315715947618764,0.01247522674917616
15,17,0.01734323234467604,-0.017027464593959176,-0.003294413098396107
15,18,0.01734323234467605,-0.01702746459395919,-0.003294413098396103
15,19,0.005889050431858606,0.0025307867242512676,-0.005317521372343281
15,20,0.04997100334634187,0.011804553947294615,0.048556705834987626
15,21,0.049971003346341865,-0.011804553947294608,-0.048556705834987626
16,1,0.014609709122638995,0.00010434313728359862,-0.014609336506420231
16,2,0.010452109040942032,0.00907147108428993,0.005191820082652503
16,3,0.010452109040942034,-0.009071471084289929,-0.0051918200826525105
16,4,0.0019801948994039647,-0.0007633748940788007,0.0018271372719956367
16,5,0.005605030005756451,0.0031822375323583185,0.004614079068793707
16,6,0.0037179773167968348,0.0029622770362591976,-0.0022468355722364765
16,7,0.04997100334634189,0.01180455394729461,0.048556705834987654
16,8,0.003717977316796843,-0.0029622770362592032,0.002246835572236483
16,9,0.007290675640649257,0.007289361418510362,-0.00013842473582800942
16,10,0.005605030005756448,0.00318223753235831,0.004614079068793709
16,11,0.049971003346341844,-0.011804553947294604,-0.048556705834987605
16,12,0.017343232344676034,-0.017027464593959173,-0.003294413098396097
16,13,0.007420885388266768,0.007420309070610914,-9.248374127715315e-5
16,14,0.006543834350697748,0.0017438228136629284,-0.006307206196401107
16,15,0.012481739387545206,-0.0004031571594761875,0.012475226749176165
16,16,0.0828983026423456,-0.033734574314398434,0.07572388709521093
16,17,0.007420885388266764,0.007420309070610909,-9.248374127715662e-5
16,18,0.01734323234467605,-0.017027464593959186,-0.0032944130983961085
16,19,0.007290675640649259,-0.007289361418510365,0.00013842473582800633
16,20,0.0019801948994039656,0.000763374894078797,-0.0018271372719956393
16,21,0.014609709122638988,-0.00010434313728360728,0.014609336506420224
17,1,0.014609709122638979,0.0001043431372836079,-0.014609336506420215
17,2,0.005647484816759017,-0.005643965886585152,0.000199333455763717
17,3,0.014609709122638988,-0.00010434313728360666,0.014609336506420224
17,4,0.04997100334634188,-0.011804553947294643,-0.048556705834987626
17,5,0.0040557158984367014,0.001182407025344529,0.0038795289759516066
17,6,0.005889050431858606,-0.0025307867242512667,0.005317521372343282
17,7,0.007290675640649253,-0.007289361418510359,0.00013842473582800793
17,8,0.04997100334634187,0.01180455394729461,0.04855670583498763
17,9,0.0043968616970854225,-0.0039362705828294,0.0019591239578058348
17,10,0.01734323234467605,-0.01702746459395919,-0.0032944130983960924
17,11,0.0019801948994039656,-0.000763374894078798,0.0018271372719956388
17,12,0.005605030005756449,0.0031822375323583125,0.004614079068793709
17,13,0.01249432980177422,-0.012432512854542978,-0.0012413304624986177
17,14,0.017343232344676045,-0.017027464593959183,-0.0032944130983960946
17,15,0.017343232344676038,-0.017027464593959176,-0.003294413098396101
17,16,0.007420885388266764,0.007420309070610909,-9.248374127715583e-5
17,17,0.08289830264234564,-0.033734574314398434,0.07572388709521098
17,18,0.012481739387545212,-0.0004031571594761889,0.01247522674917617
17,19,0.049971003346341886,0.011804553947294618,0.04855670583498764
17,20,0.005889050431858602,0.0025307867242512685,-0.005317521372343276
17,21,0.01045210904094203,-0.009071471084289927,-0.005191820082652505
18,1,0.04997100334634186,0.011804553947294613,0.04855670583498761
18,2,0.004396861697085421,0.003936270582829397,-0.0019591239578058365
18,3,0.04997100334634189,-0.011804553947294613,-0.048556705834987654
18,4,0.014609709122638988,-0.00010434313728361026,0.014609336506420224
18,5,0.004055715898436695,0.0011824070253445291,0.0038795289759516
18,6,0.007290675640649257,0.007289361418510362,-0.00013842473582800644
18,7,0.005889050431858613,0.0025307867242512693,-0.005317521372343288
18,8,0.0019801948994039678,0.000763374894078797,-0.0018271372719956417
18,9,0.00564748481675901,0.005643965886585145,-0.0001993334557637235
18,10,0.017343232344676038,-0.017027464593959173,-0.0032944130983961085
18,11,0.04997100334634184,-0.011804553947294613,-0.04855670583498759
18,12,0.012494329801774213,-0.01243251285454297,-0.0012413304624986135
18,13,0.005605030005756452,0.0031822375323583177,0.004614079068793709
18,14,0.007420885388266772,0.007420309070610918,-9.248374127715331e-5
18,15,0.017343232344676045,-0.017027464593959183,-0.0032944130983961037
18,16,0.01734323234467605,-0.017027464593959186,-0.003294413098396108
18,17,0.012481739387545213,-0.00040315715947618667,0.012475226749176171
18,18,0.08289830264234563,-0.03373457431439842,0.07572388709521097
18,19,0.014609709122638993,0.0001043431372836009,-0.01460933650642023
18,20,0.010452109040942027,0.009071471084289925,0.005191820082652503
18,21,0.005889050431858601,-0.002530786724251267,0.0053175213723432755
19,1,0.023055706057168123,-0.01812984739556789,0.014243391983932732
19,2,0.013101180618515612,0.012786115648872956,-0.002855902696629427
19,3,0.06644330170746045,-0.030533330147045023,-0.05901210123288416
19,4,0.02631715149422671,-0.022020853261767868,0.01441091545994794
19,5,0.0016716321791373622,-0.001632866811289212,0.000357910769491122
19,6,0.013605079175393369,0.004459489075754343,0.012853448430361012
19,7,0.01170082158825278,0.010183078839490711,0.005763170237711083
19,8,0.027407091577843923,-0.02585051722456679,-0.009104912299341439
19,9,0.01247778614395965,0.012468404686109396,-0.0004837681653402424
19,10,0.04997100334634186,0.011804553947294618,0.04855670583498761
19,11,0.009474746657625778,-0.008290937381650463,0.004585976620060529
19,12,0.005647484816759018,-0.005643965886585153,0.0001993334557637228
19,13,0.004396861697085426,0.003936270582829403,-0.001959123957805835
19,14,0.010452109040942034,0.00907147108428993,0.005191820082652506
19,15,0.005889050431858603,0.0025307867242512663,-0.005317521372343279
19,16,0.00729067564064926,-0.0072893614185103655,0.00013842473582800576
19,17,0.049971003346341906,0.011804553947294622,0.04855670583498766
19,18,0.014609709122638998,0.00010434313728360214,-0.014609336506420234
19,19,0.04564381154562766,-0.04512795859135108,0.006842871165678546
19,20,0.018157580321587066,0.001562353302766874,0.018090239779843142
19,21,0.013605079175393362,0.004459489075754344,0.012853448430361005
20,1,0.027407091577843903,-0.02585051722456677,-0.00910491229934143
20,2,0.02305570605716812,-0.01812984739556789,0.014243391983932726
20,3,0.013605079175393367,0.004459489075754348,0.012853448430361009
20,4,0.026317151494226695,-0.022020853261767847,0.014410915459947948
20,5,0.005889050431858603,0.0025307867242512685,-0.005317521372343278
20,6,0.06644330170746046,-0.030533330147045033,-0.05901210123288417
20,7,0.017155020765407276,-0.016775915531738204,-0.0035865576160909107
20,8,0.023055706057168127,-0.018129847395567892,0.014243391983932732
20,9,0.026317151494226705,-0.022020853261767875,0.014410915459947925
20,10,0.004396861697085423,0.003936270582829401,-0.0019591239578058356
20,11,0.009474746657625778,-0.008290937381650468,0.004585976620060523
20,12,0.014609709122638993,0.00010434313728359819,-0.01460933650642023
20,13,0.04997100334634188,0.011804553947294637,0.04855670583498763
20,14,0.014609709122638977,0.00010434313728362076,-0.014609336506420214
20,15,0.04997100334634187,0.01180455394729462,0.048556705834987626
20,16,0.0019801948994039673,0.0007633748940788015,-0.0018271372719956393
20,17,0.005889050431858603,0.0025307867242512698,-0.005317521372343277
20,18,0.010452109040942025,0.009071471084289922,0.005191820082652505
20,19,0.018157580321587072,0.001562353302766874,0.01809023977984315
20,20,0.04564381154562764,-0.04512795859135107,0.006842871165678513
20,21,0.06644330170746045,-0.030533330147045006,-0.05901210123288416
21,1,0.026317151494226698,-0.022020853261767864,0.014410915459947929
21,2,0.026317151494226684,-0.022020853261767837,0.014410915459947946
21,3,0.018157580321587062,0.0015623533027668657,0.01809023977984314
21,4,0.027407091577843903,-0.02585051722456677,-0.009104912299341432
21,5,0.005889050431858603,-0.00253078672425126,0.0053175213723432825
21,6,0.017155020765407272,-0.0167759155317382,-0.0035865576160909055
21,7,0.06644330170746046,-0.030533330147045012,-0.05901210123288418
