iter,J,gnorm
256,0.13088907500291902,5.451055461251335e-5
257,0.13091383596217718,2.866538485259074e-5
258,0.1309350593786867,4.110430767005993e-5
259,0.13095580312388147,5.2027686635368363e-5
260,0.1310017515877665,6.302443738089046e-5
261,0.13104755928998543,6.522042367866465e-5
262,0.1311060843236187,4.708620836783074e-5
263,0.1311185674010863,9.900877554370618e-5
264,0.13116787396149743,3.099464299484355e-5
265,0.13117893724800125,3.297407488969792e-5
266,0.13120963372452973,3.6017191700989356e-5
267,0.13124574742293016,9.067159668635912e-5
268,0.13128902139691973,3.4690883190387125e-5
269,0.1313145404601517,3.232747300275559e-5
270,0.13135571545397592,3.7289327499131446e-5
271,0.13139919961714197,4.1175734083538136e-5
272,0.1314547798826637,3.6788957502628875e-5
273,0.1315246846381348,3.782178379389458e-5
274,0.13159139043102827,5.257312213330396e-5
275,0.13159604959142207,0.00011429661016907995
276,0.13163539165027183,3.716905251677914e-5
277,0.13165115805399935,2.760107330339984e-5
278,0.13167687539084322,4.156163210681361e-5
279,0.13170377531650693,5.1989898126704836e-5
280,0.13172063446263557,7.341165397439155e-5
281,0.131740876571029,3.535899983279255e-5
282,0.13175445028736543,3.2171750347743866e-5
283,0.13176563784178558,3.962885666793617e-5
284,0.1318002517813868,4.695738026861107e-5
285,0.13185587796371287,2.7778605561011357e-5
286,0.13189059562416225,3.901563040270612e-5
287,0.13191536709596693,5.360677730963847e-5
288,0.1319510603375568,5.3304010855262974e-5
289,0.13197515221998166,8.458774753810918e-5
290,0.13200968992251533,4.9988508909187594e-5
291,0.1320549347251201,4.577492462209972e-5
292,0.13207921425789237,5.3692264130858075e-5
293,0.1321466159184826,0.00012601460476926375
294,0.1321640632446714,9.694036577354653e-5
295,0.13219738474557513,3.3345430060749274e-5
296,0.13220660137924561,3.387755902946744e-5
297,0.1322495630968803,3.926900797130345e-5
298,0.13230590309106516,4.127066888319841e-5
299,0.13233186305695963,9.445769813606875e-5
300,0.13244657321255818,4.452269080992321e-5
