theta_deg,dir_bempp_imp_dBi
1.5,19.946630306416974
1.5,19.94666732642777
4.5,18.64931888707692
4.5,18.649734589082843
7.499999999999999,15.799024401979816
7.499999999999999,15.800460885434187
10.499999999999998,10.519893789306101
10.499999999999998,10.524021890718911
13.5,-2.153017975745106
13.5,-2.1329480513143997
16.499999999999996,0.5998076083218352
16.499999999999996,0.5886801926532061
19.5,5.908774232021893
19.5,5.908009868073663
22.5,5.979176127346242
22.5,5.9718273751085595
25.499999999999996,2.817198221740126
25.499999999999996,2.8415221344783976
28.5,-5.839481553364095
28.5,-5.738950419257717
31.5,-10.175165329399277
31.5,-10.38548828321324
34.5,-1.224950852328356
34.5,-1.3036908754843803
37.49999999999999,0.7391517650489259
37.49999999999999,0.6829410750810776
40.5,0.038335492386398946
40.5,-0.004744240904504458
43.5,-2.954250673306426
43.5,-2.931353917355024
46.49999999999999,-9.570612407599064
46.49999999999999,-9.521096022840776
49.5,-27.654733341700624
49.5,-28.971341515855016
52.5,-9.366066555482425
52.5,-9.622049810168503
55.49999999999999,-5.392675437869237
55.49999999999999,-5.6112614181782625
58.5,-3.9748144203759352
58.5,-4.199613620173599
61.49999999999999,-3.825502623257011
61.49999999999999,-4.074743330943048
64.5,-4.792704335608718
64.5,-4.503548133263312
67.5,-5.803549823108575
67.5,-6.151253346512116
70.49999999999999,-7.617044665742386
70.49999999999999,-8.04991152946039
73.5,-9.884741231542753
73.5,-10.444834162094416
76.5,-12.570445530092512
76.5,-13.329393514973855
79.49999999999999,-15.626899581652282
79.49999999999999,-16.713447751586834
82.5,-18.9139668498934
82.5,-20.55918460909006
85.5,-22.011930662444883
85.5,-24.550664926044384
88.49999999999999,-27.518494220907677
88.49999999999999,-24.031849143782203
91.5,-24.031849143782203
91.5,-27.518494220907677
94.5,-22.011930662444883
94.5,-24.550664926044384
97.49999999999999,-18.91396684989344
97.49999999999999,-20.559184609090142
100.5,-15.626899581652307
100.5,-16.713447751586866
103.5,-12.570445530092524
103.5,-13.329393514973889
106.49999999999999,-9.884741231542778
106.49999999999999,-10.444834162094445
109.5,-8.049911529460413
109.5,-7.617044665742398
112.5,-5.803549823108575
112.5,-6.151253346512116
115.49999999999999,-4.503548133263321
115.49999999999999,-4.792704335608736
118.49999999999999,-3.8255026232570204
118.49999999999999,-4.074743330943052
121.5,-3.9748144203759352
121.5,-4.199613620173597
124.49999999999999,-5.392675437869214
124.49999999999999,-5.611261418178245
127.49999999999999,-9.366066555482382
127.49999999999999,-9.622049810168487
130.5,-28.971341515854782
130.5,-27.654733341700364
133.5,-9.521096022840808
133.5,-9.570612407599095
136.49999999999997,-2.931353917355058
136.49999999999997,-2.954250673306466
139.5,0.038335492386398946
139.5,-0.004744240904504458
142.5,0.7391517650489341
142.5,0.6829410750810776
145.49999999999997,-1.2249508523283228
145.49999999999997,-1.3036908754843355
148.5,-10.175165329399224
148.5,-10.385488283213192
151.5,-5.83948155336417
151.5,-5.7389504192577885
154.49999999999997,2.8415221344783452
154.49999999999997,2.817198221740081
157.5,5.971827375108555
157.5,5.979176127346238
160.5,5.908774232021907
160.5,5.908009868073671
163.49999999999997,0.5998076083219386
163.49999999999997,0.5886801926532937
166.5,-2.153017975745173
166.5,-2.132948051314467
169.5,10.519893789306066
169.5,10.524021890718874
172.49999999999997,15.79902440197979
172.49999999999997,15.800460885434157
175.5,18.649318887076916
175.5,18.64973458908284
178.5,19.946630306416967
178.5,19.946667326427768
