theta_deg,phi_deg,dir_bempp_imp_dBi
1.5,7.499999999999999,19.381470054880218
1.5,22.5,19.386327148542847
1.5,37.49999999999999,19.39061862560083
1.5,52.5,19.393723592877436
1.5,67.5,19.39525748951857
1.5,82.5,19.395141570377103
1.5,97.49999999999999,19.39352960689775
1.5,112.49999999999999,19.390692431547226
1.5,127.49999999999999,19.386965218055618
1.5,142.5,19.38276284580669
1.5,157.5,19.37857486884986
1.5,172.49999999999997,19.3748650231813
1.5,187.5,19.371909805428245
1.5,202.49999999999997,19.369702555100762
1.5,217.49999999999997,19.36802194602127
1.5,232.5,19.36663244057794
1.5,247.49999999999997,19.365470588265985
1.5,262.49999999999994,19.36468391924273
1.5,277.5,19.36451737868698
1.5,292.5,19.365165093774817
1.5,307.49999999999994,19.366710063905547
1.5,322.5,19.369165221044966
1.5,337.5,19.372520775017183
1.5,352.49999999999994,19.376704579054238
4.5,7.499999999999999,18.136743523230095
4.5,22.5,18.16730203144371
4.5,37.49999999999999,18.19616946264509
4.5,52.5,18.210693032756886
4.5,67.5,18.208683814482633
4.5,82.5,18.19846425575163
4.5,97.49999999999999,18.189450662428072
4.5,112.49999999999999,18.182939645297495
4.5,127.49999999999999,18.17240272826713
4.5,142.5,18.152649272728073
4.5,157.5,18.127971743783434
4.5,172.49999999999997,18.110393820006035
4.5,187.5,18.109085082224905
4.5,202.49999999999997,18.12120484080416
4.5,217.49999999999997,18.133607016750716
4.5,232.5,18.134180977032834
4.5,247.49999999999997,18.122112427126368
4.5,262.49999999999994,18.10758631916607
4.5,277.5,18.101584575336936
4.5,292.5,18.105831740625177
4.5,307.49999999999994,18.112673265440314
4.5,322.5,18.11452921143629
4.5,337.5,18.112904388133323
4.5,352.49999999999994,18.11761353674897
7.499999999999999,7.499999999999999,15.400192087717599
7.499999999999999,22.5,15.537493902928517
7.499999999999999,37.49999999999999,15.669066509007942
7.499999999999999,52.5,15.701175615846502
7.499999999999999,67.5,15.631586098264197
7.499999999999999,82.5,15.545425594166314
7.499999999999999,97.49999999999999,15.528446942402937
7.499999999999999,112.49999999999999,15.578878464548085
7.499999999999999,127.49999999999999,15.613319617332884
7.499999999999999,142.5,15.559465028071479
7.499999999999999,157.5,15.435243657855466
7.499999999999999,172.49999999999997,15.33936826469342
7.499999999999999,187.5,15.358157480668705
7.499999999999999,202.49999999999997,15.475395071716136
7.499999999999999,217.49999999999997,15.584834939580148
7.499999999999999,232.5,15.59188871170952
7.499999999999999,247.49999999999997,15.498187366715017
7.499999999999999,262.49999999999994,15.396042369397719
7.499999999999999,277.5,15.378754977006288
7.499999999999999,292.5,15.44810954995242
7.499999999999999,307.49999999999994,15.51756250180956
7.499999999999999,322.5,15.506320214588962
7.499999999999999,337.5,15.422479150801042
7.499999999999999,352.49999999999994,15.358263609383345
10.499999999999998,7.499999999999999,10.378903403881717
10.499999999999998,22.5,10.9700318020824
10.499999999999998,37.49999999999999,11.513239157239209
10.499999999999998,52.5,11.564085679010724
10.499999999999998,67.5,11.136422383126185
10.499999999999998,82.5,10.676463730904619
10.499999999999998,97.49999999999999,10.67202940411395
10.499999999999998,112.49999999999999,11.091554200124063
10.499999999999998,127.49999999999999,11.430972084441846
10.499999999999998,142.5,11.292023046127127
10.499999999999998,157.5,10.731153390295516
10.499999999999998,172.49999999999997,10.242400331827675
10.499999999999998,187.5,10.33316145164471
10.499999999999998,202.49999999999997,10.92617956950303
10.499999999999998,217.49999999999997,11.450198323484502
10.499999999999998,232.5,11.461302991312499
10.499999999999998,247.49999999999997,10.981999900386032
10.499999999999998,262.49999999999994,10.474710393621665
10.499999999999998,277.5,10.452543491659487
10.499999999999998,292.5,10.900344447550289
10.499999999999998,307.49999999999994,11.30546790853413
10.499999999999998,322.5,11.24612806651777
10.499999999999998,337.5,10.751054275998804
10.499999999999998,352.49999999999994,10.291102422765912
13.5,7.499999999999999,-0.9733997147157036
13.5,22.5,2.523833913081372
13.5,37.49999999999999,4.993725100337326
13.5,52.5,5.0354518430005
13.5,67.5,2.762010628137502
13.5,82.5,-0.14780267998814173
13.5,97.49999999999999,0.0802781076485789
13.5,112.49999999999999,3.023264511986576
13.5,127.49999999999999,4.980281909095655
13.5,142.5,4.5685328785778685
13.5,157.5,1.8050512477901877
13.5,172.49999999999997,-1.4849991918994228
13.5,187.5,-0.936009654551524
13.5,202.49999999999997,2.624133242772416
13.5,217.49999999999997,5.063992660697498
13.5,232.5,5.04919641042357
13.5,247.49999999999997,2.6953603738326075
13.5,262.49999999999994,-0.3544607842482225
13.5,277.5,-0.2526667612409048
13.5,292.5,2.730775973930666
13.5,307.49999999999994,4.822227846674068
13.5,322.5,4.577081035085536
13.5,337.5,1.9825417119135533
13.5,352.49999999999994,-1.2959533539030836
16.499999999999996,7.499999999999999,-1.0403638557862336
16.499999999999996,22.5,-12.749985143782665
16.499999999999996,37.49999999999999,-6.131522416280154
16.499999999999996,52.5,-6.418200212650229
16.499999999999996,67.5,-11.82628685331186
16.499999999999996,82.5,-1.2611553389616454
16.499999999999996,97.49999999999999,-1.9105061679006752
16.499999999999996,112.49999999999999,-13.708875167975664
16.499999999999996,127.49999999999999,-5.06004876756574
16.499999999999996,142.5,-6.722626125994746
16.499999999999996,157.5,-9.74372430823594
16.499999999999996,172.49999999999997,-0.5964961328196714
16.499999999999996,187.5,-1.1426576830845812
